fec_id,crp_id,crp_candidate_name,gender,party,crpico,office,race,opponent_name,opponent_fecid,crp_current_candidate,crp_cyclecand,crp_primary_results,last_name,first_name,middle_name,suffix,nickname,vs_candname,vs_filename,face_url,vs_canddetails,vs_filesize,birthday,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
H8TN09114,N00032405,Charlotte Bergmann,F,R,C,TN09,House,"['Steve Cohen', 'Bobby Lyons', 'Dennis Clark']","['H6TN09068', 'H0TN09103', 'H0TN09111']",Y,Y,W,,,,,,Charlotte Bergmann,USH_TN_CHARLOTTE_BERGMANN.jpg,https://static.votesmart.org/static/canphoto/125367.jpg,"
                Charlotte Bergmann

                (Lost)

                Republican
",4956.0,,,,,,,,,,,,,,,,,,,,,
H0MO04151,N00032425,Leonard Steinman,M,L,C,MO03,House,"['Blaine Luetkemeyer', 'Megan Rezabek']","['H8MO09153', 'H0MO03245']",Y,Y,,,,,,,Leonard Steinman II,USH_MO_LEONARD_STEINMAN_II.jpg,https://static.votesmart.org/static/canphoto/104616.jpg,"
                Leonard Steinman II

                (Lost)

                Libertarian
",3224.0,,,,,,,,,,,,,,,,,,,,,
H0GA08099,N00032457,Austin Scott,M,R,I,GA08,House,['Lindsay Holliday'],['H0GA08115'],Y,Y,W,,,,,,Austin Scott,USH_GA_AUSTIN_SCOTT.jpg,https://static.votesmart.org/static/canphoto/11812.jpg,"
                Austin Scott

                (Won)

                Republican
",4681.0,12/10/69,https://austinscott.house.gov,2417 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,2009.0,N00032457,,623344.0,412417.0,11812.0,Austin Scott,,21123.0,Austin Scott (politician)
H0FL04116,N00032568,Gary Koniz,M,I,C,FL04,House,"['John Rutherford', 'Donna Deegan']","['H6FL04105', 'H0FL04157']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/GaryKonizFL.png,,,,,,,,,,,,,,,,,,,,,,,
H0NH01258,N00032697,Kevin Rondeau,M,R,C,NH01,House,"['Michael Callis', 'Chris Pappas', 'Jeff Denaro', 'Kevin Freeman', 'Matt Mowers', 'Matt Mayberry', 'Zachary Dumont', 'William Fowler']","['H6NH01263', 'H8NH01210', 'H8NH01319', 'H0NH01274', 'H0NH01282', 'H0NH01290', 'H0NH01308', 'H0NH01316']",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0NH00284,N00032743,Gerald Beloin,M,R,C,NHS2,Senate,"['Tom Alciere', 'Jeanne Shaheen', 'Andy Martin', ""Justin O'Donnell"", ""Bill O'Brien"", 'Don Bolduc', ""Bryant 'Corky' Messner"", 'Thomas Sharpe']","['S4NH00062', 'S0NH00219', 'S4NH00096', 'S0NH00300', 'S0NH00318', 'S0NH00326', 'S0NH00334', 'S0NH00342']",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0RI02246,N00032810,Donald Robbio,M,R,C,RI02,House,"['Jim Langevin', 'Bob Lancia', 'Dylan Conley']","['H0RI02139', 'H0RI02287', 'H0RI02295']",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2CA06259,N00033030,Jared Huffman,M,D,I,CA02,House,['Dale Mensing'],['H4CA02098'],Y,Y,W,,,,,,Jared Huffman,USH_CA_JARED_HUFFMAN.jpg,https://static.votesmart.org/static/canphoto/59849.jpg,"
                Jared Huffman

                (Won)

                Democratic
",6031.0,2/18/64,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,,http://huffman.house.gov/rss.xml,RepHuffman,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101.0,N00033030,,622431.0,412511.0,59849.0,Jared Huffman,,21303.0,Jared Huffman
S2MT00096,N00033054,Steven Daines,M,R,I,MTS2,Senate,"['Steve Bullock', 'Wendie Fredrickson', 'Susan Good Giese']","['S0MT00173', 'S0MT00165', 'S0MT00181']",Y,Y,W,Steve,Daines,,,,Steve Daines,USS_MT_STEVE_DAINES.jpg,https://static.votesmart.org/static/canphoto/135720.jpg,"
                Steve Daines

                (Won)

                Republican
",5274.0,,,,,,,,,,,,,,,,,,,,,
H2IL10068,N00033101,Brad Schneider,M,D,I,IL10,House,"['Valerie Ramirez Mukherjee', 'Bradley Heinz', 'Joseph Severino']","['H0IL10351', 'H0IL10385', 'H0IL10393']",Y,Y,W,Brad,Schneider,,,,Brad Schneider,USH_IL_BRAD_SCHNEIDER.jpg,https://static.votesmart.org/static/canphoto/134948.jpg,"
                Brad Schneider

                (Won)

                Democratic
",4212.0,,,,,,,,,,,,,,,,,,,,,
H0VA08164,N00033103,Andrew Straw,M,3,C,VA08,House,"['Don Beyer', 'Heerak Christian Kim', 'Jeff Jordan']","['H4VA08224', 'H0VA08172', 'H0VA08198']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Andrew_Straw.png,,,,,,,,,,,,,,,,,,,,,,,
H2MO02102,N00033106,Ann L Wagner,F,R,I,MO02,House,"['Jill Schupp', 'Martin Schulte']","['H0MO02254', 'H0MO02262']",Y,Y,W,Ann,Wagner,,,,Ann Wagner,USH_MO_ANN_WAGNER.jpg,https://static.votesmart.org/static/canphoto/136083.jpg,"
                Ann Wagner

                (Won)

                Republican
",4625.0,,,,,,,,,,,,,,,,,,,,,
H6IL08147,N00033240,Raja Krishnamoorthi,M,D,I,IL08,House,[],[],Y,Y,W,Raja,Krishnamoorthi,,,,Raja Krishnamoorthi,USH_IL_RAJA_KRISHNAMOORTHI.jpg,https://static.votesmart.org/static/canphoto/117519.jpg,"
                Raja Krishnamoorthi

                (Won)

                Democratic
",4072.0,7/19/73,https://krishnamoorthi.house.gov,115 Cannon House Office Building Washington DC 20515-1308,202-225-3711,,,congressmanraja,congressmanraja,,,K000391,,N00033240,,103408.0,412701.0,117519.0,Raja Krishnamoorthi,,21730.0,Raja Krishnamoorthi
H2CA00104,N00033274,Alan Lowenthal,M,D,I,CA47,House,['John Briscoe'],['H8CA47078'],Y,Y,W,,,,,,Alan Lowenthal,USH_CA_ALAN_LOWENTHAL.jpg,https://static.votesmart.org/static/canphoto/16469.jpg,"
                Alan Lowenthal

                (Won)

                Democratic
",4954.0,,,,,,,,,,,,,,,,,,,,,
H2OH02085,N00033310,Brad Wenstrup,M,R,I,OH02,House,['Jaime Castle'],['H0OH02139'],Y,Y,W,Brad,Wenstrup,,,,Brad Wenstrup,USH_OH_BRAD_WENSTRUP.jpg,https://static.votesmart.org/static/canphoto/135326.jpg,"
                Brad Wenstrup

                (Won)

                Republican
",3991.0,,,,,,,,,,,,,,,,,,,,,
H2TX35011,N00033316,Joaquin Castro,M,D,I,TX20,House,"['Jeffrey Blunt', 'Mauro Garza', 'Adam Jonasz', 'Adam Martinez-Gomez']","['H8TX21125', 'H8TX21331', 'H0TX20108', 'H0TX20199']",Y,Y,W,,,,,,Joaquin Castro,USH_TX_JOAQUIN_CASTRO.jpg,https://static.votesmart.org/static/canphoto/49227.jpg,"
                Joaquin Castro

                (Won)

                Democratic
",5026.0,9/16/74,https://castro.house.gov,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,,http://castro.house.gov/rss.xml,JoaquinCastrotx,3.26E+14,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,C001091,2163.0,N00033316,,63974.0,412576.0,49227.0,Joaquin Castro,,21362.0,Joaquin Castro
S4AR00103,N00033363,Tom Cotton,M,R,I,ARS1,Senate,"['Daniel Whitfield', 'Ricky Dale Harrington Jr']","['S0AR00218', 'S0AR00226']",Y,Y,W,Tom,Cotton,,,,Tom Cotton,USS_AR_TOM_COTTON.jpg,https://static.votesmart.org/static/canphoto/135651.jpg,"
                Tom Cotton

                (Won)

                Republican
",3713.0,5/13/77,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,,SenTomCotton,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,2098.0,N00033363,S374,63928.0,412508.0,135651.0,Tom Cotton,,21301.0,Tom Cotton
H2CA20094,N00033367,David Valadao,M,R,C,CA21,House,['TJ Cox'],['H8CA10167'],Y,Y,W,David,Valadao,,,,David Valadao,USH_CA_DAVID_VALADAO.jpg,https://static.votesmart.org/static/canphoto/120200.jpg,"
                David Valadao

                (Won)

                Republican
",3711.0,,,,,,,,,,,,,,,,,,,,,
H2CA28113,N00033373,Tony Cardenas,M,D,I,CA29,House,['Angelica Duenas'],['H8CA29100'],Y,Y,W,,,,,,Tony Cárdenas,USH_CA_TONY_CÁRDENAS.jpg,https://static.votesmart.org/static/canphoto/9754.jpg,"
                Tony Cárdenas

                (Won)

                Democratic
",4617.0,,,,,,,,,,,,,,,,,,,,,
H2IL17071,N00033390,Cheri Bustos,F,D,I,IL17,House,['Esther Joy King'],['H0IL17083'],Y,Y,W,Cheri,Bustos,,,,Cheri Bustos,USH_IL_CHERI_BUSTOS.jpg,https://static.votesmart.org/static/canphoto/134964.jpg,"
                Cheri Bustos

                (Won)

                Democratic
",4423.0,10/17/61,https://bustos.house.gov,1233 Longworth House Office Building Washington DC 20515-1317,202-225-5905,,http://bustos.house.gov/rss.xml,RepCheri,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,B001286,2127.0,N00033390,,63949.0,412537.0,134964.0,Cheri Bustos,,21329.0,Cheri Bustos
H2MI05119,N00033395,Dan Kildee,M,D,I,MI05,House,"['Tim Kelly', 'James Harris']","['H0MI05162', 'H0MI05170']",Y,Y,W,Dan,Kildee,,,,Dan Kildee,USH_MI_DAN_KILDEE.jpg,https://static.votesmart.org/static/canphoto/136102.jpg,"
                Dan Kildee

                (Won)

                Democratic
",4161.0,,,,,,,,,,,,,,,,,,,,,
H2OK02083,N00033410,Markwayne Mullin,M,R,I,OK02,House,"['Richie Castaldo', 'Danyell Lanier']","['H0OK02236', 'H0OK02210']",Y,Y,W,Markwayne,Mullin,,,,Markwayne Mullin,USH_OK_MARKWAYNE_MULLIN.jpg,https://static.votesmart.org/static/canphoto/135898.jpg,"
                Markwayne Mullin

                (Won)

                Republican
",4023.0,7/26/77,https://mullin.house.gov,2421 Rayburn House Office Building Washington DC 20515-3602,202-225-2701,,http://mullin.house.gov/news/rss.aspx,RepMullin,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,M001190,2156.0,N00033410,,1034045.0,412568.0,135898.0,Markwayne Mullin,,21355.0,Markwayne Mullin
H2FL08063,N00033449,Val Demings,F,D,I,FL10,House,"['Vennia Francois', 'Kristofer Steven Lawson', 'Sufiyah Yasmine']","['H8FL07088', 'H0FL10105', 'H0FL10121']",Y,Y,W,,,,,,Val Demings,USH_FL_VAL_DEMINGS.jpg,https://static.votesmart.org/static/canphoto/137637.jpg,"
                Val Demings

                (Won)

                Democratic
",4163.0,,,,,,,,,,,,,,,,,,,,,
H2OR01133,N00033474,Suzanne Bonamici,F,D,I,OR01,House,"['Rick Hofsheier', 'Chris Christensen']","['H0OR01145', 'H0OR01194']",Y,Y,W,,,,,,Suzanne Bonamici,USH_OR_SUZANNE_BONAMICI.jpg,https://static.votesmart.org/static/canphoto/59641.jpg,"
                Suzanne Bonamici

                (Won)

                Democratic
",4413.0,10/14/54,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,2092.0,N00033474,,63966.0,412501.0,59641.0,Suzanne Bonamici,,21198.0,Suzanne Bonamici
H2CA15094,N00033508,Eric Swalwell,M,D,I,CA15,House,['Alison Hayden'],['H0CA15247'],Y,Y,W,,,,,,Eric Swalwell,USH_CA_ERIC_SWALWELL.jpg,https://static.votesmart.org/static/canphoto/129529.jpg,"
                Eric Swalwell

                (Won)

                Democratic
",4448.0,11/16/80,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0515,202-225-5065,,,RepSwalwell,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104.0,N00033508,,79729.0,412514.0,129529.0,Eric Swalwell,,21306.0,Eric Swalwell
H2CA36439,N00033510,Raul Ruiz,M,D,I,CA36,House,['Erin Cruz'],['H0CA36193'],Y,Y,W,Raul,Ruiz,,,,Raul Ruiz,USH_CA_RAUL_RUIZ.jpg,https://static.votesmart.org/static/canphoto/136407.jpg,"
                Raul Ruiz

                (Won)

                Democratic
",4372.0,8/25/72,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,,http://ruiz.house.gov/rss.xml,RepRaulRuizMD,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109.0,N00033510,,79727.0,412519.0,136407.0,Raul Ruiz,,21311.0,Raul Ruiz (politician)
S0GA00567,N00033518,Doug Collins,M,R,C,GAS2,Senate,"['Al Bartell', 'Derrick Grayson', 'Matthew Lieberman', 'Tamara Johnson-Shealey', 'Wayne Johnson', 'Kelly Loeffler', 'Richard Dien Winfield', 'Raphael Warnock', 'Ed Tarver', 'Deborah Jackson', 'Jamesia James', 'John Fortuin', 'Brian Slowinski', 'Kandiss Taylor']","['S0GA00443', 'S0GA00658', 'S0GA00468', 'S0GA00484', 'S0GA00492', 'S0GA00526', 'S0GA00542', 'S0GA00559', 'S0GA00583', 'S0GA00591', 'S0GA00609', 'S0GA00617', 'S0GA00633', 'S0GA00641']",Y,Y,,,,,,,Doug Collins,USS_GA_DOUG_COLLINS.jpg,https://static.votesmart.org/static/canphoto/67851.jpg,"
                Doug Collins

                (Lost)

                Republican
",5466.0,,,,,,,,,,,,,,,,,,,,,
H2NC07096,N00033527,David Rouzer,M,R,I,NC07,House,['Christopher Ward'],['H0NC07140'],Y,Y,W,David,Rouzer,,,,David Rouzer,USH_NC_DAVID_ROUZER.jpg,https://static.votesmart.org/static/canphoto/102964.jpg,"
                David Rouzer

                (Won)

                Republican
",3884.0,2/16/72,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,2256.0,N00033527,,79710.0,412641.0,102964.0,David Rouzer,,21544.0,David Rouzer
H2TX14149,N00033539,Randy Weber,M,R,I,TX14,House,"['Adrienne Bell', 'Cyrus Sajna', 'Karen Ben-Moyal', 'Michael David Sanchez']","['H8TX14120', 'H0TX14234', 'H0TX14200', 'H0TX14242']",Y,Y,W,,,,,,"Randy Weber, Sr.",USH_TX_RANDY_WEBER_SR.jpg,https://static.votesmart.org/static/canphoto/102026.jpg,"
                Randy Weber, Sr.

                (Won)

                Republican
",4251.0,,,,,,,,,,,,,,,,,,,,,
H2WI02124,N00033549,Mark Pocan,M,D,I,WI02,House,['Peter Theron'],['H8WI02121'],Y,Y,W,,,,,,Mark Pocan,USH_WI_MARK_POCAN.jpg,https://static.votesmart.org/static/canphoto/26238.jpg,"
                Mark Pocan

                (Won)

                Democratic
",3950.0,8/14/64,https://pocan.house.gov,1727 Longworth House Office Building Washington DC 20515-4902,202-225-2906,,http://pocan.house.gov/rss.xml,RepMarkPocan,repmarkpocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,P000607,2171.0,N00033549,,79688.0,412585.0,26238.0,Mark Pocan,,21370.0,Mark Pocan
H2CA52089,N00033591,Scott Peters,M,D,I,CA52,House,['James Debello'],['H0CA52083'],Y,Y,W,Scott,Peters,,,,Scott Peters,USH_CA_SCOTT_PETERS.jpg,https://static.votesmart.org/static/canphoto/70351.jpg,"
                Scott Peters

                (Won)

                Democratic
",4508.0,,,,,,,,,,,,,,,,,,,,,
H2MI11133,N00033625,Kerry Bentivolio,M,R,C,MI11,House,"['Haley Stevens', 'Eric Esshaki', 'Carmelita Greco']","['H8MI11254', 'H0MI11129', 'H0MI11145']",Y,Y,,,,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kerry_Bentivolio.jpg,,,,,,,,,,,,,,,,,,,,,,,
H2NC08185,N00033630,Richard Hudson,M,R,I,NC08,House,['Patricia Timmons-Goodson'],['H0NC08254'],Y,Y,W,Richard,Hudson,,,,"Richard Hudson, Jr.",USH_NC_RICHARD_HUDSON_JR.jpg,https://static.votesmart.org/static/canphoto/136448.jpg,"
                Richard Hudson, Jr.

                (Won)

                Republican
",4016.0,11/4/71,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3308,202-225-3715,,http://hudson.house.gov/rss.xml,RepRichHudson,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,H001067,2140.0,N00033630,,79622.0,412550.0,136448.0,Richard Hudson,,21346.0,Richard Hudson (American politician)
H2NV04011,N00033638,Steven Horsford,M,D,I,NV04,House,"['Jim Marchant', 'Jonathan Royce Esteban', 'Barry Rubinson']","['H0NV04015', 'H0NV04049', 'H0NV04171']",Y,Y,W,Steven,Horsford,,,,Steven Horsford,USH_NV_STEVEN_HORSFORD.jpg,https://static.votesmart.org/static/canphoto/44064.jpg,"
                Steven Horsford

                (Won)

                Democratic
",5282.0,4/29/73,https://horsford.house.gov,562 Cannon House Office Building Washington DC 20515-2804,202-225-9894,,http://horsford.house.gov/rss.xml,RepHorsford,,,,H001066,2147.0,N00033638,,79614.0,412559.0,44064.0,Steven Horsford,,21339.0,Steven Horsford
H2NY10092,N00033640,Hakeem Jeffries,M,D,I,NY08,House,['Garfield Wallace'],['H0NY08108'],Y,Y,W,,,,,,Hakeem Jeffries,USH_NY_HAKEEM_JEFFRIES.jpg,https://static.votesmart.org/static/canphoto/55285.jpg,"
                Hakeem Jeffries

                (Won)

                Democratic, Working Families
",3817.0,,,,,,,,,,,,,,,,,,,,,
H2GA12121,N00033720,Richard W Allen,M,R,I,GA12,House,['Liz Johnson'],['H0GA12059'],Y,Y,W,Rick,Allen,,,,Rick Allen,USH_GA_RICK_ALLEN.jpg,https://static.votesmart.org/static/canphoto/136062.jpg,"
                Rick Allen

                (Won)

                Republican
",4118.0,,,,,,,,,,,,,,,,,,,,,
H4WV02080,N00033814,Alex Mooney,M,R,I,WV02,House,['Catherine Kunkel'],['H0WV02179'],Y,Y,W,,,,,,Alex Mooney,USH_WV_ALEX_MOONEY.jpg,https://static.votesmart.org/static/canphoto/145943.jpg,"
                Alex Mooney

                (Won)

                Republican
",3553.0,,,,,,,,,,,,,,,,,,,,,
H2SC07066,N00033832,Tom Rice,M,R,I,SC07,House,"['Larry Guy Hammond', 'Melissa Watson']","['H8SC07071', 'H0SC07029']",Y,Y,W,Tom,Rice,,,,Tom Rice,USH_SC_TOM_RICE.jpg,https://static.votesmart.org/static/canphoto/132382.jpg,"
                Tom Rice

                (Won)

                Republican
",4386.0,8/4/57,https://rice.house.gov,460 Cannon House Office Building Washington DC 20515-4007,202-225-9895,,http://rice.house.gov/rss.xml,RepTomRice,reptomrice,RepTomRice,UCEmPVQphMGoXAfWJli68BEw,R000597,2160.0,N00033832,,79473.0,412572.0,132382.0,Tom Rice (South Carolina),,21359.0,Tom Rice
H2TX33073,N00033839,Marc Veasey,M,D,I,TX33,House,"['Jason Reeves', 'Fabian Cordova Vasquez', 'Renedria Ann Welton']","['H4TX33020', 'H0TX33010', 'H0TX33051']",Y,Y,W,,,,,,Marc Veasey,USH_TX_MARC_VEASEY.jpg,https://static.votesmart.org/static/canphoto/49671.jpg,"
                Marc Veasey

                (Won)

                Democratic
",3821.0,,,,,,,,,,,,,,,,,,,,,
H2OH03125,N00033904,Joyce Beatty,F,D,I,OH03,House,"['Mark Richardson', 'Nicholas Moss']","['H0OH03111', 'H0OH03129']",Y,Y,W,Joyce,Beatty,,,,Joyce Beatty,USH_OH_JOYCE_BEATTY.jpg,https://static.votesmart.org/static/canphoto/2427.jpg,"
                Joyce Beatty

                (Won)

                Democratic
",4570.0,3/12/50,https://beatty.house.gov,2303 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,,http://beatty.house.gov/rss.xml,RepBeatty,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA,B001281,2153.0,N00033904,,67294.0,412565.0,2427.0,Joyce Beatty,,21352.0,Joyce Beatty
H2UT02324,N00033932,Chris Stewart,M,R,I,UT02,House,"['John Kael Weston', 'Joe Jarvis', 'Rob Latham']","['H0UT02302', 'H0UT02310', 'H0UT02328']",Y,Y,W,Chris,Stewart,,,,Chris Stewart,USH_UT_CHRIS_STEWART.jpg,https://static.votesmart.org/static/canphoto/135930.jpg,"
                Chris Stewart

                (Won)

                Republican
",4694.0,7/15/60,https://stewart.house.gov,166 Cannon House Office Building Washington DC 20515-4402,202-225-9730,,http://stewart.house.gov/rss.xml,RepChrisStewart,RepChrisStewart,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw,S001192,2168.0,N00033932,,68466.0,412581.0,135930.0,Chris Stewart,,21367.0,Chris Stewart (politician)
S8AZ00221,N00033982,Martha McSally,F,R,I,AZS1,Senate,"['Mark Kelly', 'Alan White']","['S0AZ00350', 'S0AZ00426']",Y,Y,W,Martha,Mcsally,,,,Martha McSally,USS_AZ_MARTHA_MCSALLY.jpg,https://static.votesmart.org/static/canphoto/137299.jpg,"
                Martha McSally

                (Lost)

                Republican
",4077.0,,,,,,,,,,,,,,,,,,,,,
H2CA02142,N00033987,Doug LaMalfa,M,R,I,CA01,House,['Audrey Denney'],['H8CA01257'],Y,Y,W,,,,,,Doug LaMalfa,USH_CA_DOUG_LAMALFA.jpg,https://static.votesmart.org/static/canphoto/29713.jpg,"
                Doug LaMalfa

                (Won)

                Republican
",4705.0,7/2/60,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,,http://lamalfa.house.gov/rss.xml,RepLaMalfa,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100.0,N00033987,,68493.0,412510.0,29713.0,Doug LaMalfa,,21302.0,Doug LaMalfa
H2CA31125,N00033997,Pete Aguilar,M,D,I,CA31,House,['Agnes Gibboney'],['H0CA31129'],Y,Y,W,,,,,,Pete Aguilar,USH_CA_PETE_AGUILAR.jpg,https://static.votesmart.org/static/canphoto/70114.jpg,"
                Pete Aguilar

                (Won)

                Democratic
",3606.0,6/19/79,https://aguilar.house.gov,109 Cannon House Office Building Washington DC 20515-0531,202-225-3201,,,reppeteaguilar,reppeteaguilar,,UCxwbFLOlKDsXrwizV5jah7g,A000371,2229.0,N00033997,,79994.0,412615.0,70114.0,Pete Aguilar,,21506.0,Pete Aguilar
H2KY04121,N00034041,Thomas Massie,M,R,I,KY04,House,"['Alexandra Owensby', 'Shannon Fabert']","['H0KY04117', 'H0KY04125']",Y,Y,W,Thomas,Massie,,,,Thomas Massie,USH_KY_THOMAS_MASSIE.jpg,https://static.votesmart.org/static/canphoto/132068.jpg,"
                Thomas Massie

                (Won)

                Republican
",3711.0,1/13/71,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,2094.0,N00034041,,79951.0,412503.0,132068.0,Thomas Massie,,31102.0,Thomas Massie
S0MA00208,N00034044,Joe Kennedy III,M,D,C,MAS2,Senate,"['Ed Markey', 'Frederick Mayock', 'Shiva Ayyadurai', 'Shannon Liss-Riordan', 'Andre Gray', 'Washington Blask', ""Kevin O'Connor"", 'Edward James Mazzuchelli']","['S4MA00028', 'S0MA00174', 'S8MA00268', 'S0MA00166', 'S0MA00190', 'S0MA00224', 'S0MA00232', 'S0MA00240']",Y,Y,,Joe,Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2MI14111,N00034068,Brenda Lawrence,F,D,I,MI14,House,"['Daryle Houston', 'Vance Patrick']","['H0MI14248', 'H0MI14255']",Y,Y,W,,,,,,Brenda Lawrence,USH_MI_BRENDA_LAWRENCE.jpg,https://static.votesmart.org/static/canphoto/78851.jpg,"
                Brenda Lawrence

                (Won)

                Democratic
",6412.0,,,,,,,,,,,,,,,,,,,,,
